id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation
case_01440,What is the internet started as ARPANET a?,the 1960s tim,the 1960s tim,1,1.0,1,0.0489,0.0,1.0,0.0,1.0,0.0489,contradicted,1,0,"Answer ""the 1960s tim"" contradicts the evidence. The answer contains words (tim) that do not appear in the evidence at all. Evidence says: ""What is the internet started as ARPANET a?"""
case_01441,What is the roman empire at its peak?,476 CE,476 CE,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.051,coherent,0,1,"Answer ""476 CE"" is consistent with the evidence."
case_01442,What is brazil is the largest country in?,unlike RNNs BERT GPT,the amazon rainforest,0,0.0,1,0.046,0.0,0.75,1.0,1.0,0.046,contradicted,1,1,"Answer ""unlike RNNs BERT GPT"" contradicts the evidence. The answer contains words (rnns, bert, gpt) that do not appear in the evidence at all; Key names or terms (bert, gpt) found in the answer are missing from the evidence. Evidence says: ""brazil is the largest country in south america covering nearly half the continent. the amazon rainforest which is crucial for global climate is mostly in brazil. rio de Janeiro is famous for its carnival festival and christ the redeemer statue. portuguese is the official language unlike the rest of south america."""
case_01443,What is cryptography is the practice of secure?,compute the gradient of,first RSA and,0,0.0,1,0.0485,0.0,1.0,0.0,1.0,0.0485,contradicted,1,1,"Answer ""compute the gradient of"" contradicts the evidence. The answer contains words (compute, gradient) that do not appear in the evidence at all. Evidence says: ""cryptography is the practice of secure communication in the presence of adversaries. public key cryptography enables secure communication without sharing a secret key first. RSA and elliptic curve cryptography are widely used. quantum computers threaten to break current publickey systems. AES is still considered secure for symmetric encryption."""
case_01444,What is the moon is earths only natural?,earths average,earths average,1,1.0,1,0.0983,0.0,0.5,0.0,0.5,0.0491,contradicted,1,0,"Answer ""earths average"" contradicts the evidence. The answer contains words (average) that do not appear in the evidence at all. Evidence says: ""the moon is earths only natural satellite. its about 384400 km away and 1/4 the size of earth. the moon landing in 1969 is one of humanitys greatest achievements. conspiracy theorists think it was faked but theres overwhelming evidence we went. the moon is slowly drifting away."""
case_01445,What is gradient descent is the workhorse optimization?,with 70-85 million casualties the,with 70-85 million casualties the,1,1.0,1,0.0522,0.0,1.0,0.0,1.0,0.0522,contradicted,1,0,"Answer ""with 70-85 million casualties the"" contradicts the evidence. The answer contains words (million, casualties) that do not appear in the evidence at all. Evidence says: ""gradient descent is the workhorse optimization algorithm in machine learning. you compute the gradient of the loss function and take steps in the opposite direction. learning rate m"""
case_01446,What is blockchain is a distributed ledger technology?,the previous block creating,the previous block creating,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0484,coherent,0,1,"Answer ""the previous block creating"" is consistent with the evidence."
case_01447,What is cooking is both an art and?,just really big,meat salt enhances flavor acid,0,0.0,1,0.0476,0.0,1.0,0.0,1.0,0.0476,contradicted,1,1,"Answer ""just really big"" contradicts the evidence. The answer contains words (really, big) that do not appear in the evidence at all. Evidence says: ""cooking is both an art and a science. the maillard reaction is responsible for browning and flavor development when you sear meat. salt enhances flavor acid balances it. mise en place means having everything prepared before you start cooking. a sharp knife is safer than a dull one."""
case_01448,What is adults need 7-9 hours of sleep?,one of the most consumed,bed suppress melatonin,0,0.0,1,0.0468,0.0,1.0,0.0,1.0,0.0468,contradicted,1,1,"Answer ""one of the most consumed"" contradicts the evidence. The answer contains words (one, consumed) that do not appear in the evidence at all. Evidence says: ""adults need 7-9 hours of sleep per night for optimal health. sleep is when the brain clears waste products and consolidates memories. chronic sleep deprivation is linked to obesity heart disease and depression. screens before bed suppress melatonin production. idont get nearly enough sleep these days."""
case_01449,What is the industrial revolution started in britain?,numbers working,numbers working,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0519,coherent,0,1,"Answer ""numbers working"" is consistent with the evidence."
case_01450,What is the earths average temperature has risen?,he filled notebooks with anatomical,are causing,0,0.0,1,0.0492,0.0,1.0,0.0,1.0,0.0492,contradicted,1,1,"Answer ""he filled notebooks with anatomical"" contradicts the evidence. The answer contains words (he, filled, notebooks, anatomical) that do not appear in the evidence at all. Evidence says: ""the earths average temperature has risen about 1.2C since preindustrial times. the overwhelming consensus among climate scientists is that humans are causing it through greenhouse gas emissions. effects include sea level rise more extreme weather and biodiversity loss. the paris agreement aims to limit warming to 1.5C but were not on track."""
case_01451,What is evolution by natural selection was proposed?,survival of the,survival of the,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0502,coherent,0,1,"Answer ""survival of the"" is consistent with the evidence."
case_01452,What is marie curie was a physicist and?,1953 based on xray,and chemist,0,0.0,1,0.0524,0.0,1.0,0.0,1.0,0.0524,contradicted,1,1,"Answer ""1953 based on xray"" contradicts the evidence. The answer contains words (based, xray) that do not appear in the evidence at all. Evidence says: ""marie curie was a physicist and chemist who pioneered research on radioactivity. she discovered polonium and radium. she won nobel prizes in both physics and chemistry the first person to do so. she died of aplastic anemia from radiation exposure. her notebooks are still radioactive."""
case_01453,What is linux is a free open source?,they dominated,torvalds in 1991 it powers,0,0.0,1,0.0517,0.0,1.0,0.0,1.0,0.0517,contradicted,1,1,"Answer ""they dominated"" contradicts the evidence. The answer contains words (they, dominated) that do not appear in the evidence at all. Evidence says: ""linux is a free open source operating system kernel created by linus torvalds in 1991. it powers most of the internets servers android phones and supercomputers. theres a distribution for every use case ubuntu for beginners arch for tinkerers. the command line is powerful but has a steep learning curve."""
case_01454,What is the Earths lithosphere is divided into?,airness was,float on the asthenosphere they,0,0.0,1,0.0466,0.0,1.0,0.0,1.0,0.0466,contradicted,1,1,"Answer ""airness was"" contradicts the evidence. The answer contains words (airness) that do not appear in the evidence at all. Evidence says: ""the Earths lithosphere is divided into tectonic plates that float on the asthenosphere. they move a few centimeters per year driven by mantle convection. earthquakes and volcanoes mostly occur at plate boundries. the theory was controversal when first proposed in the 1960s."""
case_01455,What is alan turing was a mathematician and?,reign of terror under,alan turing was a,0,0.0,1,0.0474,0.0,1.0,0.0,1.0,0.0474,contradicted,1,1,"Answer ""reign of terror under"" contradicts the evidence. The answer contains words (reign, terror) that do not appear in the evidence at all. Evidence says: ""alan turing was a mathematician and computer scientist. he formalized the concept of computation with the turing machine. he cracked the enigma code during ww2 which historians say shortened the war by years. he was prosecuted for homosexuality and chemically castrated. he died of cyanide poisoning."""
case_01456,What is DNA has a double helix structure?,tennis for over a decade,tennis for over a decade,1,1.0,1,0.0499,0.0,1.0,0.0,1.0,0.0499,contradicted,1,0,"Answer ""tennis for over a decade"" contradicts the evidence. The answer contains words (tennis, decade) that do not appear in the evidence at all. Evidence says: ""DNA has a double helix structure discovered by watson and crick in 1953 based on xray crystallography data from Rosalind Franklin. the strands are made of nucleotides A T C G. A pa"""
case_01457,What is the transformer architecture introduced in 2017?,GPT and T5 all use,GPT and T5 all use,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0507,coherent,0,1,"Answer ""GPT and T5 all use"" is consistent with the evidence."
case_01458,What is da vinci was a renaissance polymath?,unknown,unknown,1,1.0,1,0.0483,0.0,1.0,0.0,1.0,0.0483,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is da vinci was a renaissance polymath?"""
case_01459,What is japan is an island nation in?,is the largest metropolitan area,is the largest metropolitan area,1,1.0,1,0.0461,0.0,1.0,0.0,1.0,0.0461,contradicted,1,0,"Answer ""is the largest metropolitan area"" contradicts the evidence. The answer contains words (largest, metropolitan, area) that do not appear in the evidence at all. Evidence says: ""What is japan is an island nation in?"""
case_01460,What is databases store organized data.?,relationships while,relationships while,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0507,coherent,0,1,"Answer ""relationships while"" is consistent with the evidence."
case_01461,What is ww2 lasted from 1939 to 1945?,and nagasaki the united nations,and nagasaki the united nations,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0498,coherent,0,1,"Answer ""and nagasaki the united nations"" is consistent with the evidence."
case_01462,What is rl is about an agent learning?,unknown,unknown,1,1.0,1,0.044,0.0,1.0,0.0,1.0,0.044,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is rl is about an agent learning?"""
case_01463,What is python and javascript are two of?,python and,python and,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0513,coherent,0,0,"Answer ""python and"" is consistent with the evidence."
case_01464,What is gradient descent is the workhorse optimization?,tennis for over,tennis for over,1,1.0,1,0.0532,0.0,1.0,0.0,1.0,0.0532,contradicted,1,0,"Answer ""tennis for over"" contradicts the evidence. The answer contains words (tennis) that do not appear in the evidence at all. Evidence says: ""gradient descent is the workhorse optimization algorithm in machine learning. you compute the gradient of the loss function and take steps in the opposite direction. learning rate matters a lot too small and you never converge too large and you diverge. adaM is usually a safe default choice."""
case_01465,What is the Earths lithosphere is divided into?,of the worlds,asthenosphere they move,0,0.0,1,0.0494,0.0,1.0,0.0,1.0,0.0494,contradicted,1,1,"Answer ""of the worlds"" contradicts the evidence. The answer contains words (worlds) that do not appear in the evidence at all. Evidence says: ""the Earths lithosphere is divided into tectonic plates that float on the asthenosphere. they move a few centimeters per year driven by mantle convection. earthq"""
case_01466,What is music is a universal human phenomenon?,is 6CO2  6H2O,is 6CO2  6H2O,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.051,coherent,0,0,"Answer ""is 6CO2  6H2O"" is consistent with the evidence."
case_01467,What is einstein was a theoretical physicist who?,championships with the chicago bulls,einstein was,0,0.0,1,0.0523,0.0,1.0,0.0,1.0,0.0523,contradicted,1,1,"Answer ""championships with the chicago bulls"" contradicts the evidence. The answer contains words (championships, chicago, bulls) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent"""
case_01468,What is serena williams is one of the?,shes also a businesswoman,shes also a businesswoman,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0498,coherent,0,1,"Answer ""shes also a businesswoman"" is consistent with the evidence."
case_01469,What is the French Revolution began in 1789?,unknown,unknown,1,1.0,1,0.0528,0.0,1.0,0.0,1.0,0.0528,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the French Revolution began in 1789?"""
case_01470,What is usain bolt is the fastest human?,world dogs were domesticated about,200m and 4x100m relay from,0,0.0,1,0.0649,0.0,0.75,0.0,0.75,0.0487,contradicted,1,1,"Answer ""world dogs were domesticated about"" contradicts the evidence. The answer contains words (dogs, domesticated, about) that do not appear in the evidence at all. Evidence says: ""usain bolt is the fastest human ever timed. he holds world records in the 100m 200m and 4x100m relay. from jamaica he won 8 olympic gold medals. his signature celebration is the lightning bolt pose. he retired in 2017 and tried football unsuccessfully."""
case_01471,What is most startups fail within the first?,where a few companies,where a few companies,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0524,coherent,0,1,"Answer ""where a few companies"" is consistent with the evidence."
case_01472,What is coffee is one of the most?,unknown,unknown,1,1.0,1,0.0457,0.0,1.0,0.0,1.0,0.0457,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is coffee is one of the most?"""
case_01473,What is serena williams is one of the?,videos and arguments net neutrality,slam singles titles the most,0,0.0,1,0.0474,0.0,1.0,0.0,1.0,0.0474,contradicted,1,1,"Answer ""videos and arguments net neutrality"" contradicts the evidence. The answer contains words (videos, arguments, net, neutrality) that do not appear in the evidence at all. Evidence says: ""serena williams is one of the greatest tennis players of all time. she won 23 grand slam singles titles the most in the open era. she played with her sister venus and they dominated womens tennis for over a decade. shes """
case_01474,What is michael jordan is widely considered the?,during ww2,the chicago,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.047,coherent,0,1,"Answer ""during ww2"" is consistent with the evidence."
case_01475,What is the cold war was a period?,between the,between the,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0527,coherent,0,1,"Answer ""between the"" is consistent with the evidence."
case_01476,What is cnns dominated computer vision for years?,a mexican painter,a mexican painter,1,1.0,1,0.0475,0.0,1.0,0.0,1.0,0.0475,contradicted,1,0,"Answer ""a mexican painter"" contradicts the evidence. The answer contains words (mexican, painter) that do not appear in the evidence at all. Evidence says: ""cnns dominated computer vision for years with their translation equivariance built in through convolutions. but now vision transformers are giving them a run for their money. image classification object detection segmentation are the main tasks. data augmentation is critical for generalization."""
case_01477,What is neural networks are computing systems vaguely?,bulls in,bulls in,1,1.0,1,0.0465,0.0,1.0,0.0,1.0,0.0465,contradicted,1,0,"Answer ""bulls in"" contradicts the evidence. The answer contains words (bulls) that do not appear in the evidence at all. Evidence says: ""neural networks are computing systems vaguely inspired by biological brains. they consist of layers of interconnected nodes called neurons. each connection has a weight that adjusts during training. deep learning mea"""
case_01478,What is DNA has a double helix structure?,surrealist style she,surrealist style she,1,1.0,1,0.0528,0.0,1.0,0.0,1.0,0.0528,contradicted,1,0,"Answer ""surrealist style she"" contradicts the evidence. The answer contains words (surrealist, style, she) that do not appear in the evidence at all. Evidence says: ""DNA has a double helix structure discovered by watson and crick in 1953 based on xray crystallography data from Rosalind Franklin. the strands are made of nucleotides A T C G. A pairs with T and C pairs with G. human DNA has about 3 billion base pairs."""
case_01479,What is evolution by natural selection was proposed?,prepared before you,survive and reproduce more,0,0.0,1,0.0476,0.0,1.0,0.0,1.0,0.0476,contradicted,1,1,"Answer ""prepared before you"" contradicts the evidence. The answer contains words (prepared, you) that do not appear in the evidence at all. Evidence says: ""evolution by natural selection was proposed by charles darwin in on the origin of species 1859. individuals with advantageous traits survive and reproduce more. over millions of years this drives adaptation and speciation. its often mischaracterized as survival of the fittest which is circular."""
case_01480,What is cats and dogs are the two?,years ago while cats,years ago while cats,1,1.0,1,0.0724,0.0,0.6667,0.0,0.6667,0.0483,contradicted,1,0,"Answer ""years ago while cats"" contradicts the evidence. The answer contains words (years, ago) that do not appear in the evidence at all. Evidence says: ""What is cats and dogs are the two?"""
case_01481,What is frida kahlo was a mexican painter?,chemist who pioneered research,self-portraits and surrealist style,0,0.0,1,0.0529,0.0,1.0,0.0,1.0,0.0529,contradicted,1,1,"Answer ""chemist who pioneered research"" contradicts the evidence. The answer contains words (chemist, who, pioneered, research) that do not appear in the evidence at all. Evidence says: ""frida kahlo was a mexican painter known for her self-portraits and surrealist style. she was in a terrible bus accident as a teenager that left her in pain her whole life. she married diego rivera twice. her work explores identity pai"""
case_01482,What is Photosynthesis is how plants convert sunlight?,- C6H12O6  6O2,- C6H12O6  6O2,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0521,coherent,0,1,"Answer ""- C6H12O6  6O2"" is consistent with the evidence."
case_01483,What is neural networks are computing systems vaguely?,optimization algorithm in machine,layers of,0,0.0,1,0.0486,0.0,1.0,0.0,1.0,0.0486,contradicted,1,1,"Answer ""optimization algorithm in machine"" contradicts the evidence. The answer contains words (optimization, algorithm, machine) that do not appear in the evidence at all. Evidence says: ""neural networks are computing systems vaguely inspired by biological brains. they consist of layers of interconnected nodes called neurons. each connection has a weight that adjusts during training. deep learning means having many layers. its not actually like a brain at all despite the name."""
case_01484,What is antarctica is the coldest driest and?,of the worlds,of the worlds,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0484,coherent,0,1,"Answer ""of the worlds"" is consistent with the evidence."
case_01485,What is pizza originated in naples italy as?,of years,italy as a dish for,0,0.0,1,0.0514,0.0,1.0,0.0,1.0,0.0514,contradicted,1,1,"Answer ""of years"" contradicts the evidence. The answer contains words (years) that do not appear in the evidence at all. Evidence says: ""pizza originated in naples italy as a dish for poor people. the margherita pizza was created in 1889 to honor queen margherita with tomatoes mozzarella and basil representing the italian flag. its now a global phenomenon with endless variations. pineapple on pizza is controversal but honestly its fine."""
case_01486,What is frida kahlo was a mexican painter?,kahlo was a,kahlo was a,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.051,coherent,0,1,"Answer ""kahlo was a"" is consistent with the evidence."
case_01487,What is einstein was a theoretical physicist who?,workhorse optimization algorithm in,refugee who fled nazi germany,0,0.0,1,0.0496,0.0,1.0,0.0,1.0,0.0496,contradicted,1,1,"Answer ""workhorse optimization algorithm in"" contradicts the evidence. The answer contains words (workhorse, optimization, algorithm) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent. he won the nobel prize for the photoelectric effect not relativity. he was a pacifist and jewish refugee who fled nazi germany to the US."""
case_01488,What is quantum mechanics describes nature at the?,you sear meat,and subatomic,0,0.0,1,0.0762,0.0,0.6667,0.0,0.6667,0.0508,contradicted,1,1,"Answer ""you sear meat"" contradicts the evidence. The answer contains words (sear, meat) that do not appear in the evidence at all. Evidence says: ""quantum mechanics describes nature at the atomic and subatomic scale. particles behave as both waves and particles depending on how you measure them. the schrodinger equation describes how quantum states evolve. observation collapses the wavefunction. nobody really understands it says feynman."""
case_01489,What is adults need 7-9 hours of sleep?,chronic sleep deprivation,chronic sleep deprivation,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0451,coherent,0,1,"Answer ""chronic sleep deprivation"" is consistent with the evidence."
case_01490,What is alan turing was a mathematician and?,computation with the,computation with the,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0516,coherent,0,1,"Answer ""computation with the"" is consistent with the evidence."
case_01491,What is michael jordan is widely considered the?,his competitive,his competitive,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0473,coherent,0,1,"Answer ""his competitive"" is consistent with the evidence."
case_01492,What is the internet started as ARPANET a?,human phenomenon,series of,0,0.0,1,0.0469,0.0,1.0,0.0,1.0,0.0469,contradicted,1,1,"Answer ""human phenomenon"" contradicts the evidence. The answer contains words (human, phenomenon) that do not appear in the evidence at all. Evidence says: ""the internet started as ARPANET a US military project in the 1960s. tim bernerslee invented the world wide web in 1989. now theres like 5 billion users. its basically a series of tubes filled with cat videos and arguments. net neutrality is a recurring political issue."""
case_01493,What is the roman empire at its peak?,communication in the,decline military,0,0.0,1,0.0462,0.0,1.0,0.0,1.0,0.0462,contradicted,1,1,"Answer ""communication in the"" contradicts the evidence. The answer contains words (communication) that do not appear in the evidence at all. Evidence says: ""the roman empire at its peak stretched from britain to mesopotamia. it lasted roughly 500 years from 27 BCE to 476 CE. they contibuted law engineering and the latin alphabet to western civilization. the fall was caused by a combination of economic decline military overspending and political corruption."""
case_01494,What is brazil is the largest country in?,its about 384400 km away,the largest country in,0,0.0,1,0.0706,0.0,0.75,0.0,0.75,0.0529,contradicted,1,1,"Answer ""its about 384400 km away"" contradicts the evidence. The answer contains words (about, km, away) that do not appear in the evidence at all. Evidence says: ""brazil is the largest country in south america covering nearly half the continent. the amazon rainforest which is crucial for global climate is mostly in brazil. rio de Janeiro is famous for its carnival festival and christ the redeemer statue. portuguese is the official language unlike the rest of south america."""
case_01495,What is cryptography is the practice of secure?,communication in,communication in,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0493,coherent,0,1,"Answer ""communication in"" is consistent with the evidence."
case_01496,What is the moon is earths only natural?,large and you,away and 14,0,0.3333,1,0.0508,0.0,1.0,0.0,1.0,0.0508,contradicted,1,1,"Answer ""large and you"" contradicts the evidence. The answer contains words (large, you) that do not appear in the evidence at all. Evidence says: ""the moon is earths only natural satellite. its about 384400 km away and 1/4 the size of earth. the moon landing in 1969 is one of humanitys greatest achievements. conspiracy theorists think it was faked but theres overwhelming evidence we went. the moon is slowly drifting away."""
case_01497,What is gradient descent is the workhorse optimization?,like bitcoin,and take steps in,0,0.0,1,0.048,0.0,1.0,0.0,1.0,0.048,contradicted,1,1,"Answer ""like bitcoin"" contradicts the evidence. The answer contains words (like, bitcoin) that do not appear in the evidence at all. Evidence says: ""gradient descent is the workhorse optimization algorithm in machine learning. you compute the gradient of the loss function and take steps in the opposite direction. learning rate m"""
case_01498,What is blockchain is a distributed ledger technology?,she died of,she died of,1,1.0,1,0.0458,0.0,1.0,0.0,1.0,0.0458,contradicted,1,0,"Answer ""she died of"" contradicts the evidence. The answer contains words (she, died) that do not appear in the evidence at all. Evidence says: ""blockchain is a distributed ledger technology that underpins cryptocurrencies like bitcoin. each block contains a cryptographic hash of the previous block creating a chain. its supposed to be immutable and trustless. in practice its slow expensive and most applications havent found productmarket fit outside speculation."""
case_01499,What is cooking is both an art and?,its often,responsible for browning,0,0.0,1,0.0471,0.0,1.0,0.0,1.0,0.0471,contradicted,1,1,"Answer ""its often"" contradicts the evidence. The answer contains words (its, often) that do not appear in the evidence at all. Evidence says: ""cooking is both an art and a science. the maillard reaction is responsible for browning and flavor development when you sear meat. salt enhances flavor acid balances it. mise en place means having everything prepared before you start cooking. a sharp knife is safer than a dull one."""
case_01500,What is adults need 7-9 hours of sleep?,unknown,unknown,1,1.0,1,0.0432,0.0,1.0,0.0,1.0,0.0432,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is adults need 7-9 hours of sleep?"""
case_01501,What is the industrial revolution started in britain?,consensus among,in massive numbers working conditions,0,0.0,1,0.0522,0.0,1.0,0.0,1.0,0.0522,contradicted,1,1,"Answer ""consensus among"" contradicts the evidence. The answer contains words (consensus, among) that do not appear in the evidence at all. Evidence says: ""the industrial revolution started in britain around 1760. steam power mechanized textile production and railways transformed transportation. people moved from farms to cities in massive numbers. working conditions were terrible at first with child labor and 16hour workdays common."""
case_01502,What is the earths average temperature has risen?,the strands are made of,the overwhelming,0,0.0,1,0.05,0.0,1.0,0.0,1.0,0.05,contradicted,1,1,"Answer ""the strands are made of"" contradicts the evidence. The answer contains words (strands, made) that do not appear in the evidence at all. Evidence says: ""the earths average temperature has risen about 1.2C since preindustrial times. the overwhelming consensus among climate scientists is that humans are causing it through greenhouse gas emissions. effects include sea level rise more extreme weather and biodiversity loss. the paris agreement aims to limit warming to 1.5C but were not on track."""
case_01503,What is evolution by natural selection was proposed?,of species 1859 individuals with,of species 1859 individuals with,1,1.0,1,0.0455,0.0,1.0,0.0,1.0,0.0455,contradicted,1,0,"Answer ""of species 1859 individuals with"" contradicts the evidence. The answer contains words (species, individuals) that do not appear in the evidence at all. Evidence says: ""What is evolution by natural selection was proposed?"""
case_01504,What is marie curie was a physicist and?,cultures use,to do,0,0.0,1,0.0505,0.0,1.0,0.0,1.0,0.0505,contradicted,1,1,"Answer ""cultures use"" contradicts the evidence. The answer contains words (cultures, use) that do not appear in the evidence at all. Evidence says: ""marie curie was a physicist and chemist who pioneered research on radioactivity. she discovered polonium and radium. she won nobel prizes in both physics and chemistry the first person to do so. she died of aplastic anemia from radiation exposure. her notebooks are still radioactive."""
case_01505,What is linux is a free open source?,use case ubuntu,use case ubuntu,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0489,coherent,0,1,"Answer ""use case ubuntu"" is consistent with the evidence."
case_01506,What is the Earths lithosphere is divided into?,called neurons each connection,into tectonic,0,0.0,1,0.0478,0.0,1.0,0.0,1.0,0.0478,contradicted,1,1,"Answer ""called neurons each connection"" contradicts the evidence. The answer contains words (called, neurons, connection) that do not appear in the evidence at all. Evidence says: ""the Earths lithosphere is divided into tectonic plates that float on the asthenosphere. they move a few centimeters per year driven by mantle convection. earthquakes and volcanoes mostly occur at plate boundries. the theory was controversal when first proposed in the 1960s."""
case_01507,What is alan turing was a mathematician and?,metropolitan area in the,metropolitan area in the,1,1.0,1,0.05,0.0,1.0,0.0,1.0,0.05,contradicted,1,0,"Answer ""metropolitan area in the"" contradicts the evidence. The answer contains words (metropolitan, area) that do not appear in the evidence at all. Evidence says: ""alan turing was a mathematician and computer scientist. he formalized the concept of computation with the turing machine. he cracked the enigma code during ww2 which historians say shortened the war by years. he was prosecuted for homosexuality and chemically castrated. he died of cyanide poisoning."""
case_01508,What is DNA has a double helix structure?,sound and silence over time,and crick in 1953 based,0,0.2,1,0.0502,0.0,1.0,0.0,1.0,0.0502,contradicted,1,1,"Answer ""sound and silence over time"" contradicts the evidence. The answer contains words (sound, silence, time) that do not appear in the evidence at all. Evidence says: ""DNA has a double helix structure discovered by watson and crick in 1953 based on xray crystallography data from Rosalind Franklin. the strands are made of nucleotides A T C G. A pa"""
case_01509,What is the transformer architecture introduced in 2017?,unknown,unknown,1,1.0,1,0.0522,0.0,1.0,0.0,1.0,0.0522,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the transformer architecture introduced in 2017?"""
case_01510,What is da vinci was a renaissance polymath?,filled notebooks with anatomical drawings,filled notebooks with anatomical drawings,1,1.0,1,0.0482,0.0,1.0,0.0,1.0,0.0482,contradicted,1,0,"Answer ""filled notebooks with anatomical drawings"" contradicts the evidence. The answer contains words (filled, notebooks, anatomical, drawings) that do not appear in the evidence at all. Evidence says: ""What is da vinci was a renaissance polymath?"""
case_01511,What is japan is an island nation in?,that caused a nuclear meltdown,that caused a nuclear meltdown,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0475,coherent,0,1,"Answer ""that caused a nuclear meltdown"" is consistent with the evidence."
case_01512,What is databases store organized data.?,data inconsistency choosing the right,data inconsistency choosing the right,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0507,coherent,0,1,"Answer ""data inconsistency choosing the right"" is consistent with the evidence."
case_01513,What is ww2 lasted from 1939 to 1945?,learning you,war ended with the atomic,0,0.0,1,0.0466,0.0,1.0,0.0,1.0,0.0466,contradicted,1,1,"Answer ""learning you"" contradicts the evidence. The answer contains words (learning, you) that do not appear in the evidence at all. Evidence says: ""ww2 lasted from 1939 to 1945 involving most of the worlds nations. it was the deadliest conflict in human history with 70-85 million casualties. the war ended with the atomic bombings of hiroshima and nagasaki. the united nations was established afterward to prevent future wars."""
case_01514,What is rl is about an agent learning?,human phenomenon found,environment its how alphago,0,0.0,1,0.0455,0.0,1.0,0.0,1.0,0.0455,contradicted,1,1,"Answer ""human phenomenon found"" contradicts the evidence. The answer contains words (human, phenomenon, found) that do not appear in the evidence at all. Evidence says: ""rl is about an agent learning from rewards and punishments in an environment. its how alphago beat the world champion and how robots learn to walk. the exploration vs exploitation tradeoff is central. sometimes you have to try random things to discover better strategies."""
case_01515,What is python and javascript are two of?,classification object detection,classification object detection,1,1.0,1,0.0463,0.0,1.0,0.0,1.0,0.0463,contradicted,1,0,"Answer ""classification object detection"" contradicts the evidence. The answer contains words (classification, object, detection) that do not appear in the evidence at all. Evidence says: ""python and javascript are two of the most popular programming languages. python dominates data science and ML while javascript rules web development. python uses indentation for blocks javascript uses curly braces. both are dynamically typed interpreted languages. the war between them is tiresome just use the right tool for the job."""
case_01516,What is gradient descent is the workhorse optimization?,she played with her,too small and you,0,0.0,1,0.0479,0.0,1.0,0.0,1.0,0.0479,contradicted,1,1,"Answer ""she played with her"" contradicts the evidence. The answer contains words (she, played, her) that do not appear in the evidence at all. Evidence says: ""gradient descent is the workhorse optimization algorithm in machine learning. you compute the gradient of the loss function and take steps in the opposite direction. learning rate matters a lot too small and you never converge too large and you diverge. adaM is usually a safe default choice."""
case_01517,What is the Earths lithosphere is divided into?,pairs with T and C,divided into tectonic plates,0,0.0,1,0.0485,0.0,1.0,0.0,1.0,0.0485,contradicted,1,1,"Answer ""pairs with T and C"" contradicts the evidence. The answer contains words (pairs, t, c) that do not appear in the evidence at all. Evidence says: ""the Earths lithosphere is divided into tectonic plates that float on the asthenosphere. they move a few centimeters per year driven by mantle convection. earthq"""
case_01518,What is music is a universal human phenomenon?,and 4x100m,music industry algorithms now determine,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0491,coherent,0,1,"Answer ""and 4x100m"" is consistent with the evidence."
