id,question,predicted,ground_truth,answer_correct,f1,evidence_retrieved,mu_before,mu_after,chi_nli,chi_lexical,chi_entity,chi_combined,rho,coherence,flagged,expected_coherent,explanation,fix_type,fix_query,rag_improved
case_01529,What is neural networks are computing systems vaguely?,to western civilization the fall,nodes called neurons,0,0.0,1,0.0467,1.0,0.0009,0.0,0.0,0.0009,0.0467,coherent,0,1,"Answer ""to western civilization the fall"" is consistent with the evidence.",lexical,western civilization fall,1
case_01530,What is DNA has a double helix structure?,A pairs with T,A pairs with T,1,1.0,1,1.0,1.0,0.0072,0.0,0.0,0.0072,0.0505,coherent,0,1,"Answer ""A pairs with T"" is consistent with the evidence.",none,,0
case_01531,What is evolution by natural selection was proposed?,web in 1989 now,selection was proposed by,0,0.0,1,0.0471,1.0,0.024,0.0,0.0,0.024,0.0471,coherent,0,1,"Answer ""web in 1989 now"" is consistent with the evidence.",lexical,web now,1
case_01532,What is cats and dogs are the two?,pets in,pets in,1,1.0,1,1.0,1.0,0.0009,0.0,0.0,0.0009,0.0485,coherent,0,1,"Answer ""pets in"" is consistent with the evidence.",none,,0
case_01533,What is frida kahlo was a mexican painter?,unknown,unknown,1,1.0,1,0.0505,0.0505,0.0054,1.0,0.0,1.0,0.0505,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is frida kahlo was a mexican painter?""",lexical,unknown,0
case_01534,What is Photosynthesis is how plants convert sunlight?,that adjusts during training,plants are,0,0.0,1,0.0492,1.0,0.0077,0.0,0.0,0.0077,0.0492,coherent,0,1,"Answer ""that adjusts during training"" is consistent with the evidence.",lexical,that adjusts training,1
case_01535,What is neural networks are computing systems vaguely?,practice of secure communication,practice of secure communication,1,1.0,1,0.0462,0.2489,0.1907,0.0,0.0,0.1907,0.0462,weak,0,0,"Answer ""practice of secure communication"" is consistent with the evidence.",lexical,practice secure communication,0
case_01536,What is antarctica is the coldest driest and?,is a recurring,it for peaceful scientific,0,0.0,1,0.0518,1.0,0.0039,0.0,0.0,0.0039,0.0518,coherent,0,1,"Answer ""is a recurring"" is consistent with the evidence.",lexical,recurring,1
case_01537,What is pizza originated in naples italy as?,honor queen,honor queen,1,1.0,1,1.0,1.0,0.0006,0.0,0.0,0.0006,0.0482,coherent,0,1,"Answer ""honor queen"" is consistent with the evidence.",none,,0
case_01538,What is frida kahlo was a mexican painter?,kahlo was a,kahlo was a,1,1.0,1,1.0,1.0,0.0003,0.0,0.0,0.0003,0.051,coherent,0,1,"Answer ""kahlo was a"" is consistent with the evidence.",none,,0
case_01539,What is einstein was a theoretical physicist who?,memories chronic sleep deprivation is,and jewish refugee who fled,0,0.0,1,0.0496,0.0496,0.9989,1.0,0.0,1.0,0.0496,contradicted,1,1,"Answer ""memories chronic sleep deprivation is"" contradicts the evidence. The NLI model finds that 'memories chronic sleep deprivation is' semantically contradicts the evidence (NLI score: 1.00); The answer contains words (memories, chronic, sleep, deprivation) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent. he won the nobel prize for the photoelectric effect not relativity. he was a pacifist and jewish refugee who fled nazi germany to the US.""",nli,memories chronic sleep deprivation What is einstein was a theoretical physicist who? memories chronic sleep deprivation is,0
case_01540,What is quantum mechanics describes nature at the?,earths average temperature has,mechanics describes nature at the,0,0.0,1,0.0517,0.0517,0.5659,1.0,0.0,1.0,0.0517,contradicted,1,1,"Answer ""earths average temperature has"" contradicts the evidence. The NLI model finds that 'earths average temperature has' semantically contradicts the evidence (NLI score: 0.57); The answer contains words (earths, average, temperature) that do not appear in the evidence at all. Evidence says: ""quantum mechanics describes nature at the atomic and subatomic scale. particles behave as both waves and particles depending on how you measure them. the schrodinger equation describes how quantum states evolve. observation collapses the wavefunction. nobody really understands it says feynman.""",nli,earths average temperature What is quantum mechanics describes nature at the? earths average temperature has,0
case_01541,What is adults need 7-9 hours of sleep?,unknown,unknown,1,1.0,1,0.0432,0.0432,0.0128,1.0,0.0,1.0,0.0432,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is adults need 7-9 hours of sleep?""",lexical,unknown,0
case_01542,What is alan turing was a mathematician and?,language unlike,language unlike,1,1.0,1,0.0499,0.23,0.2228,0.0,0.0,0.2228,0.0499,weak,0,0,"Answer ""language unlike"" is consistent with the evidence.",lexical,language unlike,0
case_01543,What is michael jordan is widely considered the?,more extreme weather and biodiversity,he won 6 NBA,0,0.0,1,0.0453,1.0,0.0011,0.0,0.0,0.0011,0.0453,coherent,0,1,"Answer ""more extreme weather and biodiversity"" is consistent with the evidence.",lexical,extreme weather biodiversity,1
case_01544,What is the internet started as ARPANET a?,she discovered polonium and radium,neutrality is a recurring political,0,0.0,1,0.0461,1.0,0.0219,0.0,0.0,0.0219,0.0461,coherent,0,1,"Answer ""she discovered polonium and radium"" is consistent with the evidence.",lexical,she discovered polonium radium,1
case_01545,What is the roman empire at its peak?,BCE to 476,BCE to 476,1,1.0,1,0.0483,1.0,0.0279,0.0,0.0,0.0279,0.0483,coherent,0,0,"Answer ""BCE to 476"" is consistent with the evidence.",entity,bce bce,1
case_01546,What is brazil is the largest country in?,exposure her notebooks,exposure her notebooks,1,1.0,1,0.0498,1.0,0.0013,0.0,0.0,0.0013,0.0498,coherent,0,0,"Answer ""exposure her notebooks"" is consistent with the evidence.",lexical,exposure her notebooks,1
case_01547,What is cryptography is the practice of secure?,most applications,communication without sharing a,0,0.0,1,0.0469,1.0,0.0026,0.0,0.0,0.0026,0.0469,coherent,0,1,"Answer ""most applications"" is consistent with the evidence.",lexical,applications,1
case_01548,What is the moon is earths only natural?,greatest achievements conspiracy theorists think,greatest achievements conspiracy theorists think,1,1.0,1,1.0,1.0,0.0471,0.0,0.0,0.0471,0.0506,coherent,0,1,"Answer ""greatest achievements conspiracy theorists think"" is consistent with the evidence.",none,,0
case_01549,What is gradient descent is the workhorse optimization?,steps in,steps in,1,1.0,1,0.8295,0.8295,0.0623,0.0,0.0,0.0623,0.0517,coherent,0,1,"Answer ""steps in"" is consistent with the evidence.",none,,0
case_01550,What is blockchain is a distributed ledger technology?,be immutable and trustless,be immutable and trustless,1,1.0,1,0.0444,1.0,0.0024,0.0,0.0,0.0024,0.0444,coherent,0,0,"Answer ""be immutable and trustless"" is consistent with the evidence.",lexical,immutable trustless,1
case_01551,What is cooking is both an art and?,anatomical drawings flying,flavor development when you sear,0,0.0,1,0.0471,1.0,0.005,0.0,0.0,0.005,0.0471,coherent,0,1,"Answer ""anatomical drawings flying"" is consistent with the evidence.",lexical,anatomical drawings flying,1
case_01552,What is adults need 7-9 hours of sleep?,and javascript are,suppress melatonin production,0,0.0,1,0.0461,1.0,0.0008,0.0,0.0,0.0008,0.0461,coherent,0,1,"Answer ""and javascript are"" is consistent with the evidence.",lexical,javascript,1
case_01553,What is the industrial revolution started in britain?,idea finding productmarket fit is,started in britain around 1760,0,0.0,1,0.0538,1.0,0.0005,0.0,0.0,0.0005,0.0538,coherent,0,1,"Answer ""idea finding productmarket fit is"" is consistent with the evidence.",lexical,idea finding productmarket fit,1
case_01554,What is the earths average temperature has risen?,punishments in an environment its,preindustrial times the,0,0.0,1,0.0496,1.0,0.001,0.0,0.0,0.001,0.0496,coherent,0,1,"Answer ""punishments in an environment its"" is consistent with the evidence.",lexical,punishments environment its,1
case_01555,What is evolution by natural selection was proposed?,classification object detection segmentation,survive and reproduce more over,0,0.0,1,0.0464,1.0,0.0025,0.0,0.0,0.0025,0.0464,coherent,0,1,"Answer ""classification object detection segmentation"" is consistent with the evidence.",lexical,classification object detection segmentation,1
case_01556,What is marie curie was a physicist and?,the first person,the first person,1,1.0,1,0.0528,1.0,0.006,0.0,0.0,0.006,0.0528,coherent,0,0,"Answer ""the first person"" is consistent with the evidence.",lexical,first person,1
case_01557,What is linux is a free open source?,just use the right,just use the right,1,1.0,1,0.1038,0.1038,0.0014,0.5,0.0,0.5,0.0519,weak,0,0,"Answer ""just use the right"" contradicts the evidence. The answer contains words (right) that do not appear in the evidence at all. Evidence says: ""linux is a free open source operating system kernel created by linus torvalds in 1991. it powers most of the internets servers android phones and supercomputers. theres a distribution for every use case ubuntu for beginners arch for tinkerers. the command line is powerful but has a steep learning curve.""",none,,0
case_01558,What is the Earths lithosphere is divided into?,theoretical physicist who,asthenosphere they move,0,0.0,1,0.0464,1.0,0.0005,0.0,0.0,0.0005,0.0464,coherent,0,1,"Answer ""theoretical physicist who"" is consistent with the evidence.",lexical,theoretical physicist who,1
case_01559,What is alan turing was a mathematician and?,the war by years,the war by years,1,1.0,1,1.0,1.0,0.0004,0.0,0.0,0.0004,0.0484,coherent,0,1,"Answer ""the war by years"" is consistent with the evidence.",none,,0
case_01560,What is DNA has a double helix structure?,is the fastest human ever,structure discovered by,0,0.0,1,0.0496,1.0,0.0019,0.0,0.0,0.0019,0.0496,coherent,0,1,"Answer ""is the fastest human ever"" is consistent with the evidence.",lexical,fastest human ever,1
case_01561,What is the transformer architecture introduced in 2017?,mirror script only about,mirror script only about,1,1.0,1,0.0506,1.0,0.0163,0.0,0.0,0.0163,0.0506,coherent,0,0,"Answer ""mirror script only about"" is consistent with the evidence.",lexical,mirror script about,1
case_01562,What is da vinci was a renaissance polymath?,observations he,observations he,1,1.0,1,1.0,1.0,0.0013,0.0,0.0,0.0013,0.0504,coherent,0,1,"Answer ""observations he"" is consistent with the evidence.",none,,0
case_01563,What is japan is an island nation in?,with 70-85,nation in east asia,0,0.0,1,1.0,1.0,0.0015,0.0,0.0,0.0015,0.0467,coherent,0,1,"Answer ""with 70-85"" is consistent with the evidence.",none,,0
case_01564,What is databases store organized data.?,unknown,unknown,1,1.0,1,0.0537,0.0537,0.0031,1.0,0.0,1.0,0.0537,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is databases store organized data.?""",lexical,unknown,0
case_01565,What is ww2 lasted from 1939 to 1945?,the loss function,the loss function,1,1.0,1,0.049,1.0,0.0018,0.0,0.0,0.0018,0.049,coherent,0,0,"Answer ""the loss function"" is consistent with the evidence.",lexical,loss function,1
case_01566,What is rl is about an agent learning?,sometimes you,sometimes you,1,1.0,1,1.0,1.0,0.0013,0.0,0.0,0.0013,0.0469,coherent,0,1,"Answer ""sometimes you"" is consistent with the evidence.",none,,0
case_01567,What is python and javascript are two of?,sugar factories this process,and ML,0,0.0,1,0.0485,1.0,0.0099,0.0,0.0,0.0099,0.0485,coherent,0,1,"Answer ""sugar factories this process"" is consistent with the evidence.",lexical,sugar factories this process,1
case_01568,What is gradient descent is the workhorse optimization?,health sleep is when,the loss function and take,0,0.0,1,0.0488,1.0,0.0028,0.0,0.0,0.0028,0.0488,coherent,0,1,"Answer ""health sleep is when"" is consistent with the evidence.",lexical,health sleep,1
case_01569,What is the Earths lithosphere is divided into?,unknown,unknown,1,1.0,1,0.0454,0.0454,0.004,1.0,0.0,1.0,0.0454,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the Earths lithosphere is divided into?""",lexical,unknown,0
case_01570,What is music is a universal human phenomenon?,over time different,over time different,1,1.0,1,1.0,1.0,0.0028,0.0,0.0,0.0028,0.0502,coherent,0,1,"Answer ""over time different"" is consistent with the evidence.",none,,0
case_01571,What is einstein was a theoretical physicist who?,tasks data augmentation is critical,tasks data augmentation is critical,1,1.0,1,0.0508,1.0,0.026,0.0,0.0,0.026,0.0508,coherent,0,0,"Answer ""tasks data augmentation is critical"" is consistent with the evidence.",lexical,tasks data augmentation critical,1
case_01572,What is serena williams is one of the?,adenosine receptors making you feel,adenosine receptors making you feel,1,1.0,1,0.0486,1.0,0.0041,0.0,0.0,0.0041,0.0486,coherent,0,0,"Answer ""adenosine receptors making you feel"" is consistent with the evidence.",lexical,adenosine receptors making you feel,1
case_01573,What is the French Revolution began in 1789?,are made of,the reign of terror under,0,0.2857,1,0.0498,1.0,0.0014,0.0,0.0,0.0014,0.0498,coherent,0,1,"Answer ""are made of"" is consistent with the evidence.",lexical,made,1
case_01574,What is usain bolt is the fastest human?,unknown,unknown,1,1.0,1,0.0519,0.0519,0.0057,1.0,0.0,1.0,0.0519,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is usain bolt is the fastest human?""",lexical,unknown,0
case_01575,What is most startups fail within the first?,rapid iteration,rapid iteration,1,1.0,1,0.0561,1.0,0.0046,0.0,0.0,0.0046,0.0561,coherent,0,0,"Answer ""rapid iteration"" is consistent with the evidence.",lexical,rapid iteration,1
case_01576,What is coffee is one of the most?,alert too much coffee,alert too much coffee,1,1.0,1,0.0657,1.0,0.0022,0.0,0.0,0.0022,0.0438,coherent,0,0,"Answer ""alert too much coffee"" is consistent with the evidence.",lexical,alert much coffee,1
case_01577,What is serena williams is one of the?,the italian flag,the italian flag,1,1.0,1,0.0472,1.0,0.0004,0.0,0.0,0.0004,0.0472,coherent,0,0,"Answer ""the italian flag"" is consistent with the evidence.",lexical,italian flag,1
case_01578,What is michael jordan is widely considered the?,who developed the theory,who developed the theory,1,1.0,1,0.0474,1.0,0.0037,0.0,0.0,0.0037,0.0474,coherent,0,0,"Answer ""who developed the theory"" is consistent with the evidence.",lexical,who developed theory,1
case_01579,What is the cold war was a period?,Soviet Union from 1947,Soviet Union from 1947,1,1.0,1,0.0515,1.0,0.038,0.0,0.0,0.038,0.0515,coherent,0,0,"Answer ""Soviet Union from 1947"" is consistent with the evidence.",entity,soviet union soviet union,1
case_01580,What is cnns dominated computer vision for years?,unknown,unknown,1,1.0,1,0.0466,0.0466,0.0243,1.0,0.0,1.0,0.0466,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is cnns dominated computer vision for years?""",lexical,unknown,0
case_01581,What is neural networks are computing systems vaguely?,depending on,depending on,1,1.0,1,0.0465,1.0,0.0007,0.0,0.0,0.0007,0.0465,coherent,0,0,"Answer ""depending on"" is consistent with the evidence.",lexical,depending,1
case_01582,What is DNA has a double helix structure?,G A pairs with T,G A pairs with T,1,1.0,1,0.0473,1.0,0.0156,0.0,0.0,0.0156,0.0473,coherent,0,0,"Answer ""G A pairs with T"" is consistent with the evidence.",lexical,g pairs t,1
case_01583,What is evolution by natural selection was proposed?,computer scientist he formalized the,individuals with advantageous,0,0.0,1,0.0481,1.0,0.0248,0.0,0.0,0.0248,0.0481,coherent,0,1,"Answer ""computer scientist he formalized the"" is consistent with the evidence.",lexical,computer scientist he formalized,1
case_01584,What is cats and dogs are the two?,arguments net neutrality is a,favorite debate dogs are,0,0.0,1,0.0468,0.0468,0.9801,1.0,0.0,1.0,0.0468,contradicted,1,1,"Answer ""arguments net neutrality is a"" contradicts the evidence. The NLI model finds that 'arguments net neutrality is a' semantically contradicts the evidence (NLI score: 0.98); The answer contains words (arguments, net, neutrality) that do not appear in the evidence at all. Evidence says: ""cats and dogs are the two most popular pets in the world. dogs were domesticated about 15000 years ago while cats domesticated themselves about 10000 years ago. the internets favorite debate. dogs are pack animals cats are solitary. both are fine honestly depends on your lifestyle.""",nli,arguments net neutrality What is cats and dogs are the two? arguments net neutrality is a,0
case_01585,What is frida kahlo was a mexican painter?,the asthenosphere,her self-portraits and surrealist style,0,0.0,1,0.0505,1.0,0.0019,0.0,0.0,0.0019,0.0505,coherent,0,1,"Answer ""the asthenosphere"" is consistent with the evidence.",lexical,asthenosphere,1
case_01586,What is Photosynthesis is how plants convert sunlight?,is 6CO2,is 6CO2,1,1.0,1,1.0,1.0,0.001,0.0,0.0,0.001,0.0491,coherent,0,1,"Answer ""is 6CO2"" is consistent with the evidence.",none,,0
case_01587,What is neural networks are computing systems vaguely?,in a terrible,in a terrible,1,1.0,1,0.0457,1.0,0.0239,0.0,0.0,0.0239,0.0457,coherent,0,0,"Answer ""in a terrible"" is consistent with the evidence.",lexical,terrible,1
case_01588,What is antarctica is the coldest driest and?,big matrix multiplications,its fresh water no humans,0,0.0,1,0.0494,1.0,0.0043,0.0,0.0,0.0043,0.0494,coherent,0,1,"Answer ""big matrix multiplications"" is consistent with the evidence.",lexical,big matrix multiplications,1
case_01589,What is pizza originated in naples italy as?,mechanisms that process,controversal but honestly,0,0.0,1,0.0515,1.0,0.0027,0.0,0.0,0.0027,0.0515,coherent,0,1,"Answer ""mechanisms that process"" is consistent with the evidence.",lexical,mechanisms that process,1
case_01590,What is frida kahlo was a mexican painter?,algorithm in machine learning,in pain,0,0.3333,1,0.0529,1.0,0.0019,0.0,0.0,0.0019,0.0529,coherent,0,1,"Answer ""algorithm in machine learning"" is consistent with the evidence.",lexical,algorithm machine learning,1
case_01591,What is einstein was a theoretical physicist who?,need 7-9 hours,need 7-9 hours,1,1.0,1,0.0508,0.0508,0.9987,1.0,0.0,1.0,0.0508,contradicted,1,0,"Answer ""need 7-9 hours"" contradicts the evidence. The NLI model finds that 'need 7-9 hours' semantically contradicts the evidence (NLI score: 1.00); The answer contains words (hours) that do not appear in the evidence at all. Evidence says: ""einstein was a theoretical physicist who developed the theory of relativity. his famous equation E=mc^2 shows mass and energy are equivalent. he won the nobel prize for the photoelectric effect not relativity. he was a pacifist and jewish refugee who fled nazi germany to the US.""",nli,hours What is einstein was a theoretical physicist who? need 7-9 hours,0
case_01592,What is quantum mechanics describes nature at the?,the atomic and,the atomic and,1,1.0,1,0.05,1.0,0.0073,0.0,0.0,0.0073,0.05,coherent,0,0,"Answer ""the atomic and"" is consistent with the evidence.",lexical,atomic,1
case_01593,What is adults need 7-9 hours of sleep?,unknown,unknown,1,1.0,1,0.0432,0.0432,0.0128,1.0,0.0,1.0,0.0432,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is adults need 7-9 hours of sleep?""",lexical,unknown,0
case_01594,What is alan turing was a mathematician and?,of humanitys,turing machine he cracked the,0,0.0,1,0.05,1.0,0.0255,0.0,0.0,0.0255,0.05,coherent,0,1,"Answer ""of humanitys"" is consistent with the evidence.",lexical,humanitys,1
case_01595,What is michael jordan is widely considered the?,he won 6 NBA,he won 6 NBA,1,1.0,1,1.0,1.0,0.0005,0.0,0.0,0.0005,0.049,coherent,0,1,"Answer ""he won 6 NBA"" is consistent with the evidence.",none,,0
case_01596,What is the internet started as ARPANET a?,unknown,unknown,1,1.0,1,0.0468,0.0468,0.014,1.0,0.0,1.0,0.0468,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the internet started as ARPANET a?""",lexical,unknown,0
case_01597,What is the roman empire at its peak?,by years he was prosecuted,500 years,0,0.2857,1,0.0727,1.0,0.0019,0.0,0.0,0.0019,0.0485,coherent,0,1,"Answer ""by years he was prosecuted"" is consistent with the evidence.",lexical,years he prosecuted,1
case_01598,What is brazil is the largest country in?,moved from farms to,in brazil rio de Janeiro,0,0.0,1,0.0496,1.0,0.0015,0.0,0.0,0.0015,0.0496,coherent,0,1,"Answer ""moved from farms to"" is consistent with the evidence.",lexical,moved farms,1
case_01599,What is cryptography is the practice of secure?,publickey systems AES,publickey systems AES,1,1.0,1,1.0,1.0,0.0051,0.0,0.0,0.0051,0.0496,coherent,0,1,"Answer ""publickey systems AES"" is consistent with the evidence.",none,,0
case_01600,What is the moon is earths only natural?,and 14 the size,and 14 the size,1,1.0,1,1.0,1.0,0.0352,0.0,0.0,0.0352,0.0513,coherent,0,1,"Answer ""and 14 the size"" is consistent with the evidence.",none,,0
case_01601,What is gradient descent is the workhorse optimization?,blend of,blend of,1,1.0,1,0.0521,1.0,0.0011,0.0,0.0,0.0011,0.0521,coherent,0,0,"Answer ""blend of"" is consistent with the evidence.",lexical,blend,1
case_01602,What is blockchain is a distributed ledger technology?,unknown,unknown,1,1.0,1,0.0434,0.0434,0.0019,1.0,0.0,1.0,0.0434,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is blockchain is a distributed ledger technology?""",lexical,unknown,0
case_01603,What is cooking is both an art and?,homosexuality and chemically castrated,and a science the maillard,0,0.2857,1,0.0478,1.0,0.0051,0.0,0.0,0.0051,0.0478,coherent,0,1,"Answer ""homosexuality and chemically castrated"" is consistent with the evidence.",lexical,homosexuality chemically castrated,1
case_01604,What is adults need 7-9 hours of sleep?,consolidates memories chronic,consolidates memories chronic,1,1.0,1,1.0,1.0,0.0005,0.0,0.0,0.0005,0.0461,coherent,0,1,"Answer ""consolidates memories chronic"" is consistent with the evidence.",none,,0
case_01605,What is the industrial revolution started in britain?,unknown,unknown,1,1.0,1,0.0537,0.0537,0.0088,1.0,0.0,1.0,0.0537,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the industrial revolution started in britain?""",lexical,unknown,0
case_01606,What is the earths average temperature has risen?,to 15C but were not,to 15C but were not,1,1.0,1,1.0,1.0,0.0183,0.0,0.0,0.0183,0.0481,coherent,0,1,"Answer ""to 15C but were not"" is consistent with the evidence.",none,,0
case_01607,What is evolution by natural selection was proposed?,choosing the,choosing the,1,1.0,1,0.047,1.0,0.0024,0.0,0.0,0.0024,0.047,coherent,0,0,"Answer ""choosing the"" is consistent with the evidence.",lexical,choosing,1
case_01608,What is marie curie was a physicist and?,and radium she won,and radium she won,1,1.0,1,1.0,1.0,0.001,0.0,0.0,0.001,0.051,coherent,0,1,"Answer ""and radium she won"" is consistent with the evidence.",none,,0
case_01609,What is linux is a free open source?,the Earths,case ubuntu for beginners,0,0.0,1,0.052,1.0,0.0013,0.0,0.0,0.0013,0.052,coherent,0,1,"Answer ""the Earths"" is consistent with the evidence.",entity,earths earths,1
case_01610,What is the Earths lithosphere is divided into?,is usually a safe default,that float on the,0,0.0,1,0.0481,1.0,0.0159,0.0,0.0,0.0159,0.0481,coherent,0,1,"Answer ""is usually a safe default"" is consistent with the evidence.",lexical,usually safe default,1
case_01611,What is alan turing was a mathematician and?,turing machine he,turing machine he,1,1.0,1,0.074,1.0,0.0058,0.0,0.0,0.0058,0.0494,coherent,0,0,"Answer ""turing machine he"" is consistent with the evidence.",lexical,turing machine he,1
case_01612,What is DNA has a double helix structure?,crick in 1953 based on,crick in 1953 based on,1,1.0,1,1.0,1.0,0.0264,0.0,0.0,0.0264,0.0522,coherent,0,1,"Answer ""crick in 1953 based on"" is consistent with the evidence.",none,,0
case_01613,What is the transformer architecture introduced in 2017?,unknown,unknown,1,1.0,1,0.0522,0.0522,0.0038,1.0,0.0,1.0,0.0522,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is the transformer architecture introduced in 2017?""",lexical,unknown,0
case_01614,What is da vinci was a renaissance polymath?,1947 to 1991,1947 to 1991,1,1.0,1,1.0,1.0,0.0029,0.0,0.0,0.0029,0.0492,coherent,0,0,"Answer ""1947 to 1991"" is consistent with the evidence.",none,,0
case_01615,What is japan is an island nation in?,with a,with a,1,1.0,1,1.0,1.0,0.0004,0.0,0.0,0.0004,0.0437,coherent,0,1,"Answer ""with a"" is consistent with the evidence.",none,,0
case_01616,What is databases store organized data.?,under Robespierre executing 17000,like documents or keyvalue,0,0.0,1,0.0483,1.0,0.008,0.0,0.0,0.008,0.0483,coherent,0,1,"Answer ""under Robespierre executing 17000"" is consistent with the evidence.",entity,robespierre executing robespierre,1
case_01617,What is ww2 lasted from 1939 to 1945?,diego rivera twice her,with the atomic bombings,0,0.0,1,0.0476,1.0,0.0022,0.0,0.0,0.0022,0.0476,coherent,0,1,"Answer ""diego rivera twice her"" is consistent with the evidence.",lexical,diego rivera twice her,1
case_01618,What is rl is about an agent learning?,unknown,unknown,1,1.0,1,0.044,0.044,0.0083,1.0,0.0,1.0,0.044,contradicted,1,0,"Answer ""unknown"" contradicts the evidence. The answer contains words (unknown) that do not appear in the evidence at all. Evidence says: ""What is rl is about an agent learning?""",lexical,unknown,0
case_01619,What is python and javascript are two of?,interpreted languages the,interpreted languages the,1,1.0,1,0.0498,1.0,0.0139,0.0,0.0,0.0139,0.0498,coherent,0,0,"Answer ""interpreted languages the"" is consistent with the evidence.",lexical,interpreted languages,1
case_01620,What is gradient descent is the workhorse optimization?,the workhorse optimization algorithm in,the workhorse optimization algorithm in,1,1.0,1,0.1503,0.1503,0.0043,0.3333,0.0,0.3333,0.0501,weak,0,0,"Answer ""the workhorse optimization algorithm in"" may not match the evidence. The answer contains words (algorithm) that do not appear in the evidence at all. Evidence: ""What is gradient descent is the workhorse optimization?""",none,,0
case_01621,What is the Earths lithosphere is divided into?,plates that,plates that,1,1.0,1,1.0,1.0,0.002,0.0,0.0,0.002,0.0503,coherent,0,1,"Answer ""plates that"" is consistent with the evidence.",none,,0
case_01622,What is music is a universal human phenomenon?,silence over time different cultures,silence over time different cultures,1,1.0,1,1.0,1.0,0.0016,0.0,0.0,0.0016,0.0491,coherent,0,1,"Answer ""silence over time different cultures"" is consistent with the evidence.",none,,0
case_01623,What is einstein was a theoretical physicist who?,equation Emc2 shows mass and,equation Emc2 shows mass and,1,1.0,1,0.6723,0.6723,0.0769,0.0,0.0,0.0769,0.0517,coherent,0,1,"Answer ""equation Emc2 shows mass and"" is consistent with the evidence.",none,,0
case_01624,What is serena williams is one of the?,is one of the greatest,is one of the greatest,1,1.0,1,1.0,1.0,0.0003,0.0,0.0,0.0003,0.0489,coherent,0,1,"Answer ""is one of the greatest"" is consistent with the evidence.",none,,0
case_01625,What is the French Revolution began in 1789?,dish for poor people the,dish for poor people the,1,1.0,1,0.0725,1.0,0.0013,0.0,0.0,0.0013,0.0483,coherent,0,0,"Answer ""dish for poor people the"" is consistent with the evidence.",lexical,dish poor people,1
case_01626,What is usain bolt is the fastest human?,won 8,won 8,1,1.0,1,0.0498,1.0,0.0092,0.0,0.0,0.0092,0.0498,coherent,0,0,"Answer ""won 8"" is consistent with the evidence.",lexical,won,1
case_01627,What is most startups fail within the first?,succeed often pivot from,succeed often pivot from,1,1.0,1,1.0,1.0,0.005,0.0,0.0,0.005,0.05,coherent,0,1,"Answer ""succeed often pivot from"" is consistent with the evidence.",none,,0
case_01628,What is coffee is one of the most?,too much coffee makes,too much coffee makes,1,1.0,1,0.0655,1.0,0.0023,0.0,0.0,0.0023,0.0437,coherent,0,0,"Answer ""too much coffee makes"" is consistent with the evidence.",lexical,much coffee makes,1
case_01629,What is serena williams is one of the?,dominated womens,dominated womens,1,1.0,1,0.0469,1.0,0.008,0.0,0.0,0.008,0.0469,coherent,0,0,"Answer ""dominated womens"" is consistent with the evidence.",lexical,dominated womens,1
case_01630,What is michael jordan is widely considered the?,the two most popular pets,clutch performances he,0,0.0,1,0.0475,1.0,0.0053,0.0,0.0,0.0053,0.0475,coherent,0,1,"Answer ""the two most popular pets"" is consistent with the evidence.",lexical,two popular pets,1
case_01631,What is the cold war was a period?,bus accident,wars happened,0,0.0,1,0.0502,0.1851,0.268,0.0,0.0,0.268,0.0502,weak,0,1,"Answer ""bus accident"" is consistent with the evidence.",lexical,bus accident,0
